title,city,province,price_start,price_end,price_interval,price_currency,description,date,expertise,type,functions,sectors,portal
commercial strategy business consultant  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role veeva ’ european business consulting group priority growth area veeva  offers differentiated consulting service life sciences compelling value proposition  building veeva ’ position digital partner choice 85  top 20 pharmaceutical companies as consultant  manage workstreams consulting projects veeva customers – planning  organizing  tracking aspects delivery workstream  analyze complex problems  build insightful solutions develop close working relationships customers  face to face discussions  workshops  email  etc   deliver demonstrable  sustainable value  forefront digital commercial innovation  remote position  ’ lead workstream   project engagement  planning  organizing managing aspects delivery including scope  quality  resources  risk timelines responsible end to end design  build delivery deliverables meet specific project goals objectives identify proactively solve problems faced client primary client contact operational project questions  developing relationship face to face discussions  workshops  telephone email contact manage work priorities associate consultants workstream support mentor associates developing skills professional capabilities build trusted relationships client stakeholders bring clients good level industry market functional insight input business development opportunities proposals help develop disseminate thought leadership requirements bachelor,2020-10-09,Algo de responsabilidad,Jornada completa,"Consultoría,Tecnología de la información,Ventas","Servicios y tecnologías de la información,Software,Internet",linkedin
veeva systems  consultant  medical content  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything do the roleveeva ’ vault medcomms team delivers outstanding professional services life sciences organisations global scale  part vault suite  medcomms provides end to end  cloud based medical content medical inquiry management solution  continual innovation digital platforms what  manage end to end implementation vault medcomms platform life sciences customerstranslate complex client process requirements workable solution design oversee solution build  test  deployment create process documentation project deliverables plan establish post go live activities including ongoing supportrequirements  experience life sciences focused consulting  account management role experience life sciences  pharma medical information related position experience using digital content management systems ability quickly understand customer requirements create corresponding solution designs ability work variety customer roles  internal external stakeholders  delivery partners ensuring high quality solution delivery proven ability work independently dynamic  fast paced  distributed environment ability travel required  restrictions lifted  fluency english candidate must based europe legal right work regionnice  experience medical information software systems salesforce service cloud  irms  lifesphere  mavens  veeva medcomms experience content management systems zinc maps  vault promomats  vault medcomms  aprimo familiar medical information regulatory tools processes used,2020-10-09,Algo de responsabilidad,Jornada completa,Tecnología de la información,"Servicios y tecnologías de la información,Software,Internet",linkedin
public relations manager  contract  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role search exceptional storyteller passionate writer extensive public relations experience help drive communications program europe 6 8 months  role reports vice president global communications you help lead key public relations activities  content creation  execution  including limited  press releases  bylined articles  customer case studies  blogs  video scripts  infographics  social media content before acceptance role asked provide us 2 3 items listed  list current and or previous clients  link social media page reflects work consultant  copy business license this remote position  candidates ideally located uk  germany  france  spain  create original content  including press releases bylined articles support awareness thought leadership efforts  work closely european pr agency develop pitches storylines placed top life sciences trade publications  collaborate closely global communications team  customer marketing  product marketing create company customer stories  help repurpose integrate content multiple channels ensure messaging stories coherent consistent across multiple types content  manage end to end content development process ideation research copywriting  editing  revisions quality assurance final production  requirements 6 8 years experience includes pr agency,2020-10-09,Algo de responsabilidad,Contrato por obra,"Marketing,Relaciones públicas,Redacción y revisión","Servicios y tecnologías de la información,Software,Internet",linkedin
global program manager  r   remote  ,,Barcelona,,,,euro,global program manager  r   remote   veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries our customers make vaccines  life saving medicines  life enhancing products make difference everyday lives our technology transformed industries  enabling get critical products services market faster our core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything do the role tired trying make old technology work pharma  want work leading cloud software provider life sciences  looking opportunity something new  exciting clear value proposition pharma biotech customers  veeva looking eu based experienced r  program leader manage implementation programs veeva  largest vault customers globally guide transformation r  technology landscape you work closely veeva  account management team ensure delivery success across vault r  program    continuous improvement existing applications overall customer success programs this role ideal self starter works well remote setting able travel approximately 50  time work location flexible  ideally close major eu airport what service delivery accountability one global vault implementations clinical  quality regulatory strategic accounts work business executives define deployment  governance transformation roadmap establish post deployment application management support implementation proposals services contract negotiation coordinate customer success manager activities drive product value adoption coordinate product management product support activities requirements 7 years large scale program management within pharmaceutical r  space  clinical  rim  quality  manufacturing  in depth pharmaceutical r  knowledge least 1 following functional areas ,2020-10-09,Intermedio,Jornada completa,"Gestión de proyectos,Tecnología de la información","Servicios y tecnologías de la información,Software,Internet",linkedin
consultant  medical device  diagnostics services,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role driven self motivated  passionate bringing purpose built technologies enable greater compliance process efficiencies medical device diagnostics industry  looking collaborative work environment encouraged contribute share thoughts ideas  veeva looking experienced professionals implement veeva vault cloud solutions  ideal candidate utilize industry knowledge transform way customers collect  maintain  distribute business critical processes documentation  also contribute ideas work veeva team members innovate refine internal processes  share feedback work product team  enhance delivery model meet ever changing needs medical devices diagnostics industry  opportunities available across europe role  remote position  work location requirement candidate close proximity airport able meet travel requirements  implement veeva vault solutions medical device diagnostics customers focused clinical operations  regulatory  quality management  commercial content applications participate workshops  gather system requirements  design  configure  validate vault solutions work closely customers ’ business stakeholders design solution adheres industry best practices aligns customer needs support customers ’ success beginning end engagement continue expand develop industry knowledge enhancements delivery model meet changing business needs veeva customers provide insight recommendations improve technology work closely product team ensure,2020-10-09,Algo de responsabilidad,Jornada completa,Atención médica,"Servicios y tecnologías de la información,Software,Internet",linkedin
senior designer  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role veeva seeking well rounded  entrepreneurial senior designer serve in market design contact eu marketing team  role  ’ work directly eu team create compelling multi channel marketing assets  including digital  events  print  work global creative services team company wide marketing brand initiatives  veeva  creative work team sport — ’ collaborate team members kinds get feedback  execute projects  drive towards completion  ’ spend majority day designing creative assets use  ’ also flex organizational skills managing queue ongoing projects delivery  ’ ready drive better outcomes design every day one dynamic teams software  ’ looking you please submit resume online portfolio demonstrates experience talent applying position this remote position  ideal candidates live paris  london  barcelona berlin areas  ’ design launch materials multi channel marketing campaigns  events  web proactively work local eu team manage queue ongoing projects lend design perspective team develop marketing plans deliverables — ask questions lead right solutions quickly part global creative services team build strengthen veeva brand requirements minimum five years experience designing part creative agency relevant in house department b2b marketing broad based design,2020-10-09,Algo de responsabilidad,Jornada completa,"Diseño,Arte/Creatividad,Tecnología de la información","Servicios y tecnologías de la información,Software,Internet",linkedin
customer management resourcing spain  l  risk investigator  mandarin speaker  work home ,,Barcelona,,,,euro,risk investigator mandarin speaker  work home  barcelona customer management resourcing spain  s l  native level mandarin high level english work permit spain new company client multinational technology company based barcelona  focused e commerce  cloud computing  digital streaming artificial intelligence  considered one big four technology companies  client looking high judgment individual join team risk investigator  evaluate transactions safeguard global customer base  profitability brand maintaining high bar customer experience  specifically seeking applicants fluent mandarin language skills support global operations team  however supporting english speaking country business well  responsibilities communicate effectively via email and or telephone customer base buyers  merchants internal customers  take appropriate action identify help minimize risk posed fraud patterns trends  consistently achieve exceed weekly productivity quality standards  participate ad hoc projects assignments  necessary  success made  fluent mandarin english  written spoken  ability compose grammatically correct  concise  accurate written responses excellent interpersonal skills  ability communicate complex issues correctly clearly internal external customers  excellent problem solving skills  self disciplined  diligent  proactive detail oriented  strong organizational skills positive  result oriented attitude  team player capable learning sharing knowledge global team environment  ability effectively manage time individually prioritize multiple tasks competing priority  flexibility regards working hours working saturdays sundays part normal 5 day shift   estimated total compensation year 1  26 440 eur language bonus  ticket restaurant  health insurance  pension plan  career plan  one best companies work  according,2020-10-09,Algo de responsabilidad,Jornada completa,"Atención al cliente,Tecnología de la información","Servicios y tecnologías de la información,Internet,Seguros",linkedin
customer success manager  commercial content  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role success customers veeva mission commitment  delivered fostering pro active partnership providing best in class services  customer success management  csm  team works alongside product  support  sales  services teams focus customers increase value get veeva solutions  csms highly skilled individuals deep product knowledge  csms engaged customers  regardless size  maintain clear understanding customer success criteria  milestones  culture  corporate goals  combining customer knowledge product expertise  help customers identify areas improvement  develop best practices  drive industry transformation  successful candidates role demonstrated content management domain expertise  preferably within life sciences industry  located europe  closer veeva office advantage  position fully remote   opportunities available across europe role  remote position  align customers across business promote strategic focus strong program management evaluate customers manage veeva commercial content investment identify efficiency effectiveness gains educate customers veeva products optimize best practices consumption veeva solutions  e g  change management validation  act internal advocate customer success business requirement fulfilment analyze customer data usage metrics order provide insight industry benchmarks  identify process improvements,2020-10-09,Algo de responsabilidad,Jornada completa,"Desarrollo empresarial,Ventas","Servicios y tecnologías de la información,Software,Internet",linkedin
veeva systems  product marketing manager  commercial  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries our customers make vaccines  life saving medicines  life enhancing products make difference everyday lives our technology transformed industries  enabling get critical products services market faster our core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything do the role looking exceptional product marketer  strong english writing skills  join team europe  working closely regional global stakeholders support commercial marketing managers product messaging value proposition product line they industry thought leaders work veeva sales team win new business publicize customer success this position reports product marketing associate director europe this role key addition veeva commercial product marketing team europe this person support team developing qualitative quantitative content collaborate closely global marketing  product strategy  product management  sales  professional services drive veeva  growth customer  person also play important role key customer events  including veeva commercial  medical summit  europe the ideal candidate ability manage multiple projects time  produce high quality deliverables speed  support business whatever ways needed time what contribute annual product marketing plan collaboration field marketing work closely global regional marketing strategy teams develop messaging appropriate european market create european specific content  product videos  website copy  blog posts  infographics  tailored specific buyer audiences articulate benefits product lead product launch release marketing activities europe collaborate go to market programs  working conjunction european field marketing subject matter experts create maintain library sales tools  case studies competitive,2020-10-09,Sin experiencia,Jornada completa,"Marketing,Ventas","Servicios y tecnologías de la información,Software,Internet",linkedin
vice president marketing  europe,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role search exceptional leader drive marketing veeva ’ growing european business the vice president marketing  europe key member veeva ’ european leadership team help drive eu regional growth  building upon company ’ strength existing markets  well helping establish veeva leader new markets we looking proven marketing leader customer oriented  strong team builder  excels long range marketing planning execution  well communications you lead exceptional cohesive european marketing team must experience hiring  mentoring  retaining top talent managing high performing teams you also key member marketing leadership team  whose aim build world class marketing function ensure strong cross team collaboration  remote position  ’ translate veeva europe ’ goals effective integrated marketing strategies campaigns key geographies  product lines  customer segments support achievement quarterly annual goals build  inspire  lead marketing organization delivers marketing goals  clearly defined roles  career paths  succession plans  employee success strategies devise guide local marketing models ensure veeva well established new markets within eu local programs highly efficient effective oversee development execution thought leadership communications programs throughout europe  particular focus industry trades ensure function scales successful,2020-10-09,Ejecutivo,Jornada completa,"Marketing,Ventas","Servicios y tecnologías de la información,Software,Internet",linkedin
consultant  medical content  remote ,,Barcelona,,,,euro,veeva  build enterprise cloud technology powers biggest names pharmaceutical  biotech  consumer goods  chemical  cosmetics industries  customers make vaccines  life saving medicines  life enhancing products make difference everyday lives  technology transformed industries  enabling get critical products services market faster  core values  right thing  customer success  employee success  speed  guide us make customers efficient effective everything  role veeva ’ vault medcomms team delivers outstanding professional services life sciences organisations global scale  part vault suite  medcomms provides end to end  cloud based medical content medical inquiry management solution  continual innovation digital platforms  consultant position medcomms division requires blend direct customer consultation  passion technological innovation  interest medical field  responsible understanding customer ’ business needs  translating business requirements solution design  configuring application  ensuring excellent project delivery time budget  opportunities available across europe role remote position  work location requirement candidate close proximity airport able meet travel requirements  candidates within proximity barcelona office opportunity work preferred qualified candidates must legally authorised employed eu  manage end to end implementation vault medcomms platform life sciences customers lead business process discovery application design workshops translate complex client process requirements workable solution design oversee solution build  test  deployment create process documentation project deliverables plan establish post go live activities including ongoing support subject matter expertise veeva ’ medical content applications defining fit customer software ecosystems requirements experience life sciences focused consulting  account management role experience life sciences  pharma medical information,2020-10-09,Algo de responsabilidad,Jornada completa,Atención médica,"Servicios y tecnologías de la información,Software,Internet",linkedin
senior full stack net software developer  remote working,,Málaga,,,,euro,senior full stack net software developer remote working málaga outcoders spain sl  behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis  responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must  work well team environment able effectively drive cross team solutions complex dependencies requirements results oriented  self learner  problem solver  attitude passionate design patterns  best practices  ddd tdd committed ci cd familiar agile programming tools technical skills net c   asp net  mvc   web api  net core  asp net core cloud azure  cloud services  service fabric  app services  aks  containers docker  kubernetes js knockoutjs  angular  typescript  jquery  nodejs css bootstrap storages sql server  cosmos db  azure tables  azure queues  azure blobs source control git others elasticsearch  redis  signalr home working fully remote employee post covid  working latest technologies unique working environment competitive salary flexible working hourson behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis  responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must  work well team environment able effectively drive cross team solutions complex,2020-10-09,Algo de responsabilidad,Jornada completa,"Ingeniería,Tecnología de la información","Servicios y tecnologías de la información,Software,Internet",linkedin
page personnel españa  ett  remote front end developer  react ,,Barcelona,,,,euro,work 100  remote front end developer  work leading company online marketing web development market  7 5 million monthly visits one websites international presence  training plans  time flexibility culture based open mind  able grow professionally together best practices agile methodologies  well structured teams well defined objectives  daily basis build maintain front end  whilst supporting others  get work developers world  everyone brings something new team individuality matters us  writing production ready supportable code  responsibility self test code  also partnered backend team allow plan client applications consume data backend apis  minimum 5 years experience similar role  strong knowledge jquery  strong previous experience modern js  es6 modules   considerable experience using task runners  gulp  webpack   understanding experience css  scss processors  less  sass  postcss   basic understanding php code  experience using git based version control systems  passion building appealing user interfaces customers love crave  fluency english  100  remote work high flexibility trainings contacto  pierre rivenc,2020-10-09,Sin experiencia,Jornada completa,Administración,"Servicios y tecnologías de la información,Dotación y selección de personal,Recursos humanos",linkedin
hiring 10 15 work home administrator  anywhere globa,,Barcelona,,,,euro,clicar  inscríbete oferta ahora  lleva donempleo  hacemos responsables contenido descripción empleo vas hacerhiring 10 15 work home administrator  anywhere globally   flexible working hours  location  usd1 000 8 000 monthly based efficiency  quality what offer youa remote position endless task offered flexibility  investment  sales marketing required  work independently space  opportunity paid learn what need extremely resourceful administrative skill reliabletask examples   post advertisements ebay listings etc intrecruit top ranked virtual solutions companyqué ofrecemos 1000 8000  usdflexible working hours locationremote positionqué pedimosinglés trabajo equipoinformáticacapacidad resolutivadebes registrado estudiantesolicitar¿piensas candidato perfecto  ¡puedes hacer click solicitar oferta  contactaremos posible  empresa solicita puesto  intrecruitformación requerida  e s o  bachillerato  módulo grado medio  módulo grado superior  universidad  máster  otrostipo contrato  contrato temporal tiempo completo información fecha publicación  hace 2 días ubicación  barcelona  españa  área funcional  recursos humanos sector empresa  recursos humanos información empresa portal empleo buscar trabajo dirigido estudiantes recién titulados  clicar  inscríbete oferta ahora  lleva donempleo  hacemos responsables contenido advertencia fraudepara evitar cualquier tipo fraude estafa  desconfía toda oferta solicite dinero comenzar trabajar  cualquier comunicación pueda venir páis  información cómo identificar ofertas trabajo falsas  si quieres trabajar recursos humanos  necesitas formación propocione conocimientos necesarios  crea alerta recibirás correo electrónico  ofertas similares  hiring 10 15 work home administrator  anywhere globa recursos humanos  barcelona  españa  correo electrónico recibir ofertasal enviar formulario  aceptas políticas legales además declaras,2020-10-09,Algo de responsabilidad,Jornada completa,Recursos humanos,"Marketing y publicidad,Servicios y tecnologías de la información,Internet",linkedin
technical project manager  remote  english c1 ,,Madrid,,,,euro,technical project manager  remote  english c1   technical project manager  remote  english c1  technical project manager  remote  english c1  madrid catenon worldwide executive search university degree required  preferably computer science minimum 2 years  experience following areas  helpdesk  business analyst  project management testing experience fluent english c1 good sql knowledge desired knowledge understanding php familiarity architecture frameworks excellent communication skills required role attitude international software company dedicated innovative use mobile technologies field force automation enhance data driven decision making connecting hq field sales teams their solutions improve efficiencies  provide greater control business processes  enhance partners  ability exceed expectations 40 countries around world this full remote role high level english required  c1   responsibilities technical project manager report coo company work within operations side firm analysing  defining translating client needs technical solutions alongside development sales team  project management various small projects always keeping customer requirements mind making sure demands incorporated within software capabilities cooperation development team  business analysis understanding customer requirements contribute improving quality software deliveries  collaborate multiple teams across business  clear understanding escalation process high impact issues  ensure quality standards maintained times requirements  university degree required  preferably computer science minimum 2 years  experience following areas  helpdesk  business analyst  project management testing experience fluent english c1 good sql knowledge desired knowledge understanding php familiarity architecture frameworks excellent communication skills required role attitude university degree required  preferably computer science minimum,2020-10-09,Algo de responsabilidad,Jornada completa,"Gestión de proyectos,Tecnología de la información","Servicios y tecnologías de la información,Software,Industria farmacéutica",linkedin
senior full stack net software developer  remote working,,Almería,,,,euro,senior full stack net software developer remote working  senior full stack net software developer remote working málaga outcoders spain sl on behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must work well team environment able effectively drive cross team solutions complex dependencies requirements results oriented  self learner  problem solver  attitude passionate design patterns  best practices  ddd tdd committed ci cd familiar agile programming tools technical skills net c    mvc   web api  net core  core cloud azure  cloud services  service fabric  app services  aks  containers docker  kubernetes js knockoutjs  angular  typescript  jquery  nodejs css bootstrap storages sql server  cosmos db  azure tables  azure queues  azure blobs source control git others elasticsearch  redis  signalr home working fully remote employee post covid working latest technologies unique working environment competitive salary flexible working hours behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must work well team environment able effectively drive cross team solutions complex dependencies requirements results oriented,2020-10-09,Algo de responsabilidad,Jornada completa,"Ingeniería,Tecnología de la información","Servicios y tecnologías de la información,Software,Internet",linkedin
studentjob   hiring 10 15 work home administrator  anywhere globa,,Barcelona,,,,euro,clicar  inscríbete oferta ahora  lleva donempleo  hacemos responsables contenido descripción empleo vas hacerhiring 10 15 work home administrator  anywhere globally  flexible working hours  location   usd1 000 8 000 monthly based efficiency  quality what offer youa remote position endless task offered flexibility  investment  sales marketing required  work independently space  opportunity paid learn what need extremely resourceful administrative skill reliabletask examples  post advertisements ebay listings etc intrecruit top ranked virtual solutions companyqué ofrecemos 1000 8000  usdflexible working hours locationremote positionqué pedimosinglés trabajo equipoinformáticacapacidad resolutivadebes registrado estudiantesolicitar¿piensas candidato perfecto  ¡puedes hacer click solicitar oferta  contactaremos posible  empresa solicita puesto  intrecruitformación requerida  e s o  bachillerato  módulo grado medio  módulo grado superior  universidad  máster  otrostipo contrato  contrato temporal tiempo completo información fecha publicación  hace 2 días ubicación  barcelona  españa  área funcional  recursos humanos sector empresa  recursos humanos información empresa portal empleo buscar trabajo dirigido estudiantes recién titulados  clicar  inscríbete oferta ahora  lleva donempleo  hacemos responsables contenido advertencia fraudepara evitar cualquier tipo fraude estafa  desconfía toda oferta solicite dinero comenzar trabajar  cualquier comunicación pueda venir páis  información cómo identificar ofertas trabajo falsas  si quieres trabajar recursos humanos  necesitas formación propocione conocimientos necesarios  crea alerta recibirás correo electrónico  ofertas similares  hiring 10 15 work home administrator  anywhere globa recursos humanos  barcelona  españa  correo electrónico recibir ofertasal enviar formulario  aceptas políticas legales además declaras mayor,2020-10-09,Algo de responsabilidad,Jornada completa,Recursos humanos,"Recursos humanos,Servicios financieros,Ocio, viajes y turismo",linkedin
medtronic gmbh  remote sales representative,,Madrid,,,,euro,remote sales representative surgical innovations medtronictogether  change healthcare worldwide  medtronic  push limits technology  therapies services help alleviate pain  restore health extend life we challenge make tomorrow better yesterday  makes exciting rewarding place  want accelerate advance ability create meaningful innovations succeed right people team  let ’ work together address universal healthcare needs improve patients ’ lives  help us shape future  careers change livesthe remote sales representative office based sales role designed enhance accessibility product service solutions customers thus improve overall customer experience technology enabled  innovative remote selling capability enhance accessibility product service solutions  remote sales representative specifically growing  maintaining sales revenue selected products accounts  supporting sales execution instrumentation number selected xs accounts he  part overall commercial team  country works closely field sales  marketing team well kam  ihs tender organization  applicable  day life market  business intelligence  works proactively structured way market analytics market research around customers  competitors general market trends  translates results market insights clear prioritization sales activity  oidentify target accounts  opportunities  customer prioritiesobuild solid account planoidentify  advance key stakeholders  champions decision makers promotes assigned product portfolio best practice  clinical non clinical evaluation  demos product trainings  remotely using available technology  leads price  contract negotiations successfully close customer deals delivers on going product servicing delivering accurate product information forecasting active supply chain management conducts regular business reviews customers ensures repeat purchase orders understanding customer buying decisions making process ,2020-10-09,Sin experiencia,Jornada completa,"Ventas,Desarrollo empresarial","Servicios y tecnologías de la información,Servicios médicos,Atención sanitaria y hospitalaria",linkedin
page personnel españa  ett  senior nodejs engineer  remote,,Barcelona,,,,euro,opportunity grow professionally challenging environment international company hq silicon valley cloud based ux research platform  writing code optimizes performance application  build apis integrate 3rd party solutions  developing restful api interfaces programming aws apis required skills  desired skills  knowledge amazon web services  aws   kubernetes  eks   elastic container service  ecs   serverless functions  lambda  step functions   experience microservices infrastructures stockoptions excellent benefits package opportunity grow professionally challenging environment international working environment contacto  elia canellas,2020-10-09,Sin experiencia,Jornada completa,Administración,"Servicios y tecnologías de la información,Dotación y selección de personal,Recursos humanos",linkedin
page personnel españa  ett  android developer full remote,,Madrid,,,,euro,develop android  develop new integrations stakeholders apis   work development apis   understand  divide solve complex problems creative reasoned way   constant focus performance  scalability  availability   keeptheproductinmindineverytechnicaldecision  lookingforthebalancebetween technical quality business needs desired qualifications skillset  apis definition experience  knowledgeofsomewellknownframeworkofanyinterpretedprogramminglanguage   knowledge domain driven design  ddd   hexagonal architecture   deep knowledge working solid principles   experience top cloud providers  aws  google  azure     experience data model design optimization   experience working git   experience sql databases   experience microservices architectures   product first mindset   proactivity focus performance  scalability availability  equipazo contacto  marian romero,2020-10-09,Sin experiencia,Jornada completa,Administración,"Servicios y tecnologías de la información,Dotación y selección de personal,Recursos humanos",linkedin
outcoders spain sl  senior full stack  net software developer  remote working,,Almería,,,,euro,senior full stack net software developer remote working  senior full stack net software developer remote working málaga outcoders spain sl on behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must work well team environment able effectively drive cross team solutions complex dependencies requirements results oriented  self learner  problem solver  attitude passionate design patterns  best practices  ddd tdd committed ci cd familiar agile programming tools technical skills net c    mvc   web api  net core  core cloud azure  cloud services  service fabric  app services  aks  containers docker  kubernetes js knockoutjs  angular  typescript  jquery  nodejs css bootstrap storages sql server  cosmos db  azure tables  azure queues  azure blobs source control git others elasticsearch  redis  signalr home working fully remote employee post covid working latest technologies unique working environment competitive salary flexible working hours behalf dezrez  outcoders looking junior senior full stack net software developers join malaga team full time basis responsibilities design develop new functional modules microservices work closely foreign colleagues united kingdom build  deploy  maintain efficient  reusable  reliable front end back end code help maintain code quality requirements fluent english must work well team environment able effectively drive cross team solutions complex dependencies requirements results oriented,2020-10-09,No corresponde,Jornada completa,Otro,"Servicios y tecnologías de la información,Software,Internet",linkedin
pepsico deutschland gmbh  sr foundation manager  racial equality journey,,Barcelona,,,,euro,sr foundation manager  racial equality journey sr manager  racial equality journey pepsico foundation communications 216890br united states job description auto req id  216890brjob description ’ one else quite like  skills talents  personal experiences  point view  dreams at pepsico  know things make different real power  ’ seen amazing things happen dare different  pepsico racial equality journey focuses three pillars people  business  communities  comes people  focusing increasing representation  recruitment  education  internships apprenticeships  comes business  leverage scale influence across suppliers  marketing agency partners customer base increase representation strengthenblack owned businesses  comes communities  ’ working drive long term change addressing systemic barriers economic opportunity  investing incremental  20 million five years  role senior manager  racial equality journey pepsico foundation l ead design  development implementation pepsico foundation ’ programs deliver pepsico ’ community focused racial equality journey  rej  commitments including community college scholarships  black restaurant support  black nonprofit leadership  additional programs journey progresses include marginalized u s minority groups  programs identified date  outlined  others created new cohorts  e g  hispanic  asian  etc    role sit plano  tx  chicago  il  purchase  ny remotely within united states  black nonprofit leadership program establish program parameters  objectives  budget  in kind donations  e g  development marketing communications plans   curriculum leadership training  cities activation  steering committee  etc  lead,2020-10-09,Intermedio,Jornada completa,Otro,"Gestión de organizaciones sin ánimo de lucro,Software,Artículos de consumo",linkedin
 senior  programmer analyst ii data analytics  remote based  emea ,,Madrid,,,,euro,great opportunity join data analytics team focus additional work due covid studies  advanced computer programming position working clinical trials data  provides programming support following activities  creation maintenance programs used data entry  data management  data validation  statistical report generation  program validation  assists data management biostatistics developing tools techniques improving process efficiencies  communicates effectively within multi disciplinary project team complete assigned tasks time within budget  ability act lead programmer selected studies  provide quality control support statistical programming  represent biostatistics department within company  interface client  provide input bid process  education experience   bachelor degree equivalent relevant formal academic  vocational qualification previous experience provides knowledge  skills  abilities perform job  comparable 2 years ’  equivalent combination education  training  experience  knowledge  skills abilities   knowledge variety programming languages knowledge relational data base structure experience working complex data systems basic knowledge pl sql programming experience desirable ability act lead programmer selected studies ability effectively capture biostatical metrics provide quality control support statistical programming proven ability interface client experience demonstrating strong attention detail experience demonstrating leadership ability ability work multi disciplinary project team  excellent problem solving skills excellent written verbal communications skills ability effectively organize manage multiple assignments challenging timelines ability adapt adjust changing priorities positive attitude ability work well others demonstrated initiative motivation ability mentor associate programmer programmer analyst nuances clinical trials programming ppd inclusive equal employment opportunity company  value people regardless background  experience abilities ,2020-10-09,Algo de responsabilidad,Jornada completa,"Ingeniería,Tecnología de la información","Biotecnología,Atención sanitaria y hospitalaria,Industria farmacéutica",linkedin
remote front end developer,,Barcelona,,,,euro,remote front end developer specialized html  css also react js grow 100  remote front end developer flexible company work leading company online marketing web development market  7 5 million monthly visits one websites international presence  training plans  time flexibility culture based open mind  able grow professionally together best practices agile methodologies  well structured teams well defined objectives  daily basis build maintain front end  whilst supporting others  get work developers world  everyone brings something new team  individuality matters us  writing production ready supportable code  responsibility self test code  also partnered backend team  allow plan client applications consume data backend apis  minimum 5 years experience similar role  strong knowledge jquery  strong previous experience modern js  es6 modules   considerable experience using task runners  gulp  webpack   understanding experience css  scss processors  less  sass  postcss   basic understanding php code  experience using git based version control systems  passion building appealing user interfaces customers love crave  fluency english  proessional growth  100  remote  flexibility fields  multicultural international environment  contacto  pierre rivenc,2020-10-09,Sin experiencia,Jornada completa,"Ingeniería,Tecnología de la información","Servicios y tecnologías de la información,Software,Seguridad del ordenador y de las redes",linkedin
